"","Verse.ID","Book.Name","Book.Number","Chapter","Verse","Text"
"1313",1313,"Genesis",1,43,22,"Also other money haue we brought in our handes to bye foode, but we cannot tell, who put our money in our sackes."
"1314",1314,"Genesis",1,43,23,"And he said, Peace be vnto you, feare not: your God and the God of your father hath giuen you that treasure in your sackes, I had your money: and he brought forth Simeon to them."
"1315",1315,"Genesis",1,43,24,"So the man led them into Iosephs house, & gaue them water to wash their feete, and gaue their asses prouender."
"1316",1316,"Genesis",1,43,25,"And they made ready their present against Ioseph came at noone, (for they heard say, that they should eate bread there)"
"1317",1317,"Genesis",1,43,26,"When Ioseph came home, they brought the present into the house to him, which was in their handes, and bowed downe to the grounde before him."
"1318",1318,"Genesis",1,43,27,"And he asked them of their prosperitie, and sayd, Is your father the olde man, of whome ye tolde me, in good health? is he yet aliue?"
"1319",1319,"Genesis",1,43,28,"Who answered, Thy seruant our father is in good health, he is yet aliue: and they bowed downe, and made obeysance."
"1320",1320,"Genesis",1,43,29,"And he lifting vp his eyes, beheld his brother Beniamin his mothers sonne, and sayde, Is this your yonger brother, of whome ye tolde me? And he said, God be merciful vnto thee, my sone."
"1321",1321,"Genesis",1,43,30,"And Ioseph made haste (for his affection was inflamed towarde his brother, and sought where to weepe) and entred into his chamber, and wept there."
"1322",1322,"Genesis",1,43,31,"Afterward he washed his face, & came out, and refrained himselfe, and sayd, Set on meate."
"1323",1323,"Genesis",1,43,32,"And they prepared for him by himselfe, and for them by themselues, and for the Egyptians, which did eate with him, by themselues, because the Egyptians might not eate bread with the Ebrewes: for that was an abomination vnto the Egyptians."
"1324",1324,"Genesis",1,43,33,"So they sate before him: the eldest according vnto his age, and the yongest according vnto his youth; the men marueiled among themselues."
"1325",1325,"Genesis",1,43,34,"And they tooke meases from before him, and sent to them: but Beniamins mease was fiue times so much as any of theirs: and they drunke, and had of the best drinke with him."
"1326",1326,"Genesis",1,44,1,"Afterward he commanded his steward, saying, Fill the mens sackes with foode, as much as they can carry, and put euery mans money in his sackes mouth."
"1327",1327,"Genesis",1,44,2,"And put my cup, I meane the siluer cup, in the sackes mouth of the yongest, and his corne money; he did according to the commandement that Ioseph gaue him."
"1328",1328,"Genesis",1,44,3,"And in the morning the men were sent away, they, and their asses."
"1329",1329,"Genesis",1,44,4,"And when they went out of the citie not farre off, Ioseph sayd to his stewarde, Vp, followe after the men: and when thou doest ouertake them, say vnto them, Wherefore haue ye rewarded euill for good?"
"1330",1330,"Genesis",1,44,5,"Is that not the cuppe, wherein my Lorde drinketh? and in the which he doeth deuine and prophecie? ye haue done euill in so doing."
"1331",1331,"Genesis",1,44,6,"And when he ouertooke them, he sayde those wordes vnto them."
"1332",1332,"Genesis",1,44,7,"And they answered him, Wherefore sayeth my lorde such wordes? God forbid that thy seruants should do such a thing."
"1333",1333,"Genesis",1,44,8,"Behold, the money which we found in our sackes mouthes, wee brought againe to thee out of the land of Canaan: how then should we steale out of thy lordes house siluer or golde?"
"1334",1334,"Genesis",1,44,9,"With whomesoeuer of thy seruants it bee found, let him dye, and we also will be my lordes bondmen."
"1335",1335,"Genesis",1,44,10,"And he said, Now then let it be according vnto your wordes: he with whome it is found, shal be my seruant, and ye shalbe blamelesse."
"1336",1336,"Genesis",1,44,11,"Then at once euery man tooke downe his sacke to the grounde, and euery one opened his sacke."
"1337",1337,"Genesis",1,44,12,"And he searched, and began at the eldest and left at the yongest: and the cuppe was found in Beniamins sacke."
"1338",1338,"Genesis",1,44,13,"Then they rent their clothes, and laded euery man his asse, & went againe into the citie."
"1339",1339,"Genesis",1,44,14,"So Iudah and his brethren came to Iosephs house (for he was yet there) and they fel before him on the ground."
"1340",1340,"Genesis",1,44,15,"Then Ioseph sayd vnto them, What acte is this, which ye haue done? know ye not that such a man as I, can deuine and prophecie?"
"1341",1341,"Genesis",1,44,16,"Then sayd Iudah, What shall we say vnto my lord? what shall we speake? and howe can we iustifie our selues? God hath found out the wickednesse of thy seruants: beholde, we are seruants to my Lorde, both wee, and he, with whome the cuppe is founde."
"1342",1342,"Genesis",1,44,17,"But he answered, God forbid, that I should doe so, but the man, with whome the cuppe is founde, he shalbe my seruant, and go ye in peace vnto your father."
"1343",1343,"Genesis",1,44,18,"Then Iudah drewe neere vnto him, and sayde, O my Lord, let thy seruant nowe speake a worde in my lordes eares, and let not thy wrath be kindled against thy seruant: for thou art euen as Pharaoh."
"1344",1344,"Genesis",1,44,19,"My Lord asked his seruants, saying, Haue ye a father, or a brother?"
"1345",1345,"Genesis",1,44,20,"And we answered my Lorde, We haue a father that is olde, and a young childe, which he begate in his age: and his brother is dead, and he alone is left of his mother, and his father loueth him."
"1346",1346,"Genesis",1,44,21,"Now thou saidest vnto thy seruants, Bring him vnto me, that I may set mine eye vpo him."
"1347",1347,"Genesis",1,44,22,"And we answered my lord, The childe can not depart from his father: for if he leaue his father, his father would die."
"1348",1348,"Genesis",1,44,23,"Then saydest thou vnto thy seruants, Except your yonger brother come downe with you, looke in my face no more."
"1349",1349,"Genesis",1,44,24,"So when we came vnto thy seruant our father, and shewed him what my lord had sayd,"
"1350",1350,"Genesis",1,44,25,"And our father sayde vnto vs, Goe againe, bye vs a litle foode,"
"1351",1351,"Genesis",1,44,26,"Then we answered, We can not go downe: but if our yongest brother go with vs, then will we go downe: for we may not see the mans face, except our yongest brother be with vs."
"1352",1352,"Genesis",1,44,27,"Then thy seruant my father sayde vnto vs, Ye knowe that my wife bare me two sonnes,"
"1353",1353,"Genesis",1,44,28,"And the one went out from me, and I said, Of a suretie he is torne in pieces, and I sawe him not since."
"1354",1354,"Genesis",1,44,29,"Nowe yee take this also away from me: if death take him, then yee shall bring my graye head in sorowe to the graue."
"1355",1355,"Genesis",1,44,30,"Nowe therefore, when I come to thy seruant my father, & the childe be not with vs (seeing that his life dependeth on the childes life)"
"1356",1356,"Genesis",1,44,31,"Then when hee shall see that the childe is not come, he will die: so shall thy seruants bring the graye head of thy seruant our father with sorowe to the graue."
"1357",1357,"Genesis",1,44,32,"Doubtlesse thy seruant became suertie for the childe to my father, and said, If I bring him not vnto thee againe, then I will beare the blame vnto my father for euer."
"1358",1358,"Genesis",1,44,33,"Nowe therefore, I pray thee, let me thy seruant bide for the childe, as a seruant to my Lord, and let the childe go vp with his brethren."
"1359",1359,"Genesis",1,44,34,"For howe can I go vp to my father, if the childe be not with me, vnlesse I woulde see the euil that shall come on my father?"
"1360",1360,"Genesis",1,45,1,"Then Ioseph coulde not refraine him selfe before all that stoode by him, but hee cryed, Haue forth euery man from me; there taryed not one with him, while Ioseph vttered himselfe vnto his brethren."
"1361",1361,"Genesis",1,45,2,"And hee wept & cried, so that the Egyptians heard: the house of Pharaoh heard also."
"1362",1362,"Genesis",1,45,3,"Then Ioseph sayde to his brethren, I am Ioseph: doeth my father yet liue? But his brethren coulde not answere him, for they were astonished at his presence."
"1363",1363,"Genesis",1,45,4,"Againe, Ioseph sayde to his brethren, Come neere, I pray you, to mee; they came neere; he sayde, I am Ioseph your brother, whom ye sold into Egypt."
"1364",1364,"Genesis",1,45,5,"Nowe therefore be not sad, neither grieued with your selues, that ye sold me hither: for God did send me before you for your preseruation."
"1365",1365,"Genesis",1,45,6,"For nowe two yeeres of famine haue bene through ye land, and fiue yeeres are behind, wherein neither shalbe earing nor haruest."
"1366",1366,"Genesis",1,45,7,"Wherefore God sent me before you to preserue your posteritie in this land, & to saue you aliue by a great deliuerance."
"1367",1367,"Genesis",1,45,8,"Now the you sent not me hither, but God, who hath made mee a father vnto Pharaoh, and lorde of all his house, and ruler throughout all the land of Egypt."
"1368",1368,"Genesis",1,45,9,"Haste you & go vp to my father, & tel him, Thus saieth thy sonne Ioseph, God hath made me lord of all Egypt: come downe to me, tary not."
"1369",1369,"Genesis",1,45,10,"And thou shalt dwel in ye land of Goshen, and shalt be neere me, thou and thy children, and thy childrens children, and thy sheepe, and thy beastes, and all that thou hast."
"1370",1370,"Genesis",1,45,11,"Also I will nourish thee there (for yet remaine fiue yeeres of famine) lest thou perish through pouertie, thou and thy houshold, and all that thou hast."
"1371",1371,"Genesis",1,45,12,"And behold, your eyes doe see, and the eyes of my brother Beniamin, that my mouth speaketh to you."
"1372",1372,"Genesis",1,45,13,"Therefore tel my father of al mine honour in Egypt, and of all that ye haue seene, and make haste, and bring my father hither."
"1373",1373,"Genesis",1,45,14,"Then hee fell on his brother Beniamins necke, & wept, and Beniamin wept on his necke."
"1374",1374,"Genesis",1,45,15,"Moreouer, he kissed all his brethren, and wept vpon them: and afterwarde his brethren talked with him."
"1375",1375,"Genesis",1,45,16,"And the tidinges came vnto Pharaohs house, so that they said, Iosephs brethre are come: and it pleased Pharaoh well, and his seruants."
"1376",1376,"Genesis",1,45,17,"Then Pharaoh said vnto Ioseph, Say to thy brethren, This doe ye, lade your beastes & depart, go to the land of Canaan,"
"1377",1377,"Genesis",1,45,18,"And take your father, and your houshoulds, and come to me, and I wil giue you the best of the land of Egypt, and ye shall eate of the fat of the land."
"1378",1378,"Genesis",1,45,19,"And I commaunde thee, Thus doe ye, take you charets out of the lande of Egypt for your children, and for your wiues, and bring your father and come."
"1379",1379,"Genesis",1,45,20,"Also regarde not your stuffe: for the best of all the land of Egypt is yours."
"1380",1380,"Genesis",1,45,21,"And the children of Israel did so: & Ioseph gaue them charets according to the commandement of Pharaoh: hee gaue them vitaile also for the iourney."
"1381",1381,"Genesis",1,45,22,"He gaue them all, none except, change of raiment: but vnto Beniamin he gaue three hundreth pieces of siluer, and fiue sutes of raiment."
"1382",1382,"Genesis",1,45,23,"And vnto his father likewise hee sent ten hee asses laden with the best things of Egypt, and ten shee asses laden with wheate, and bread and meate for his father by the way."
"1383",1383,"Genesis",1,45,24,"So sent he his brethren away, and they departed: and he sayde vnto them, Fall not out by the way."
"1384",1384,"Genesis",1,45,25,"Then they went vp from Egypt, and came vnto the land of Canaan vnto Iaakob their father,"
"1385",1385,"Genesis",1,45,26,"And tolde him, saying, Ioseph is yet aliue, and he also is gouernour ouer all the lande of Egypt, and Iaakobs heart failed: for he beleeued them not."
"1386",1386,"Genesis",1,45,27,"And they told him al the words of Ioseph, which he had said vnto the: but when he saw the charets, which Ioseph had sent to cary him, then the spirit of Iaakob their father reuiued."
