ID,Sentence
3951,For noo man myght them wythstande / soo moche po∣wer and strengthe they had How saynt Edmōde the kynge was Martyred ANd soo ferre hadde the Danys passed frome / countree to countree.
3952,and euer more brynnynge and robbyn∣ge and destroyenge al that they myght tylle they came vnto / Tetstforede.
3953,¶nd in that coū¦tree they founde a Crysten kyn¦ge / that moche loued god and hys werkes that was called Edmonde.
3954,And he was a kynge of Norfolke and Southfolke ¶Thys saynt Edmonde kynge ordeyned as moche folke as he myghte / and foughte wyth the Danys / but he and his folke were dyscom¦fyted / And the kynge hymselfe dryuen vnto the castell of Famelynham.
3955,And the Danys hym purshewed / & came vnto ye same castell / ¶And whan kynge Edmonde sawe that the castell myghte not them withstande he came ayenste theym / wyth whome the Danys fyr∣ste dyde speke.
3956,And anone they aed of hym where kynge Edmonde was.
3957,¶How forsothe sayde he whan I was in the castell / there was the hyng / and whan I wen¦te out of the castell he went out also / and whe∣ther he shalle escape or deye / atte goddes wyll muste it all be.
3958,¶whan saynt Edmonde had∣de named god / by that worde wyste they well that it was hym self· And anone Hubba & Hū∣gar toke hym & sayd / that he sholde god forsa∣ke & all crysten lawes / as many other had do∣ne hym before· ¶And saynt Edmonde sayde that he wolde neuer / but rather he wolde suf∣fre dethe for goddes loue and his lawes to.
3959,¶Tho toke they kynge Edmonde and bonde hym vnto a tree / & made theyr archers to sho∣te at hym with arowes / tyll that his body sty¦ked as fulle of arowes as an orchen is fulle of pryckes.
3960,But for all the payne that they hym dyde he wolde neuer god for sake.
3961,And in the same payne / and torment he deydd / and beto∣ke his soule vnto almyghty god.
3962,¶And whan they sawe that he was dede / they smote of his heed.
3963,¶And of this manere as ye haue herde was saynt Edmonde martred.
3964,¶How Hubba and Hungar toke the towne of Redynge SO whan Saynt Edmonde was mar¦tred.
3965,Hungar and Hubba yede thens wyth all the Danys vnto Redynge.
3966,& as they wente thyderwarde they brente townes and tyees / & slewe all crysten pele yt woldē opnote forsake hod / & caste downe chyrche & came to Redynge & toke the towne & there helde them tyll that the kynge Edelf of westsex came thy∣ther with all his power for to take the townes Tho came out the Danys for to yeue batayll to Edelf / & at that batayll was slayne an erle of the Danys that was called Sidrak.
3967,Vpon the morowe came kynge Eldred and hys bro∣ther Alured wyth a stronge power and a grete hoste.
3968,And the kynge Edelf came agayne that had foughten the daye before to that bataylle And the Danys tho cam out for to fyght wyth theym / and the bataylle was wonder stronge For many a man was there slayne & the Da∣nys that daye had the vyctorye / & the kyng El¦dred & hys brother Alared that daye were dys∣comfyted.
3969,¶But the fourth daye after warde the Danys & the Englysshe fought tohyder an other tyme vpon Elkedene / & there was slayne a kynge of Denmarke that was called Rafin and foure erles of grete power.
3970,And that daye had the Danys shame / for they were dryuen vnto Engilfelde.
3971,day after the Danys & the Englysshe men fought an ather tyme at Rafynge & there were the Englysshe∣men dyscomfyted / & from thens a dane yt was called Roynt wente to redynge with his hoste and destroyed all that he myght take.
3972,And kin¦ge Eldred faught wyth hym / but he was woū¦ded sore wherfore he deyed / and he regned but .v.
3973,yere / and lyeth at womborn.
3974,¶Circa annū dm̄ .iii.C.xlix.
3975,LEo the fyrst was Emperour after Marcianus .xvii.
3976,In hys tyme were the Raga∣cyon dayes ordeyned afore ye Ascensyon of saynt Marmer bysshop of Vyenne.
3977,¶The pope of Rome at that tyme hyght Leo a noble clerke / & with hym had many clerkes.
3978,¶Hel∣lar us was pope after Leo .vii.
3979,yere This mā ordeyned yt no bysshop sholde ordeyne hys suc¦cessary) vt pʐ .viii.ix.i.
3980,¶Simplici{us} was po∣pe after hym / whyche ordeyned that noo cler∣ke sholde take noo garment to be clothed in af¦ter the seculer maner of a laye man / by the re∣ason of his offyce or of his benefyce.
3981,¶zeno was Emperour after.
3982,yere / and thys man was an heretyke and cruell ayenst cristē men.
3983,And in this mānes dayes the bodyes of saynt Mathewe the Euangelyst & saynt Bar¦naby were foūde / & with them the gospell that saynt Mathewe wrote.
3984,¶Aboute this tyme there was a certayne comyn womā bare .vii: chyldern at on byrth / of the whyche one was made after kynge of Lombardye.
3985,¶Felix the thyrde was pope after Symplicius thre yere and .viii.
3986,This man ordeyned that respyte sholde be yeuen to a man that was ac∣cused that he myght auyse hym how heshlode answere And that the Iuges and the accusers sholde be suche / and that they sholde take alle suspeccyon and spytte.
3987,¶Gelasius a Romay¦ne was pope after Felix .v.
3988,yere Thys man or¦deyned the Canon of the masse.
3989,with the Pre∣face / ympnes / tractes / orysons / as saynt Am¦brose made them / and that ordres sholde be ye¦uen foure tymes in the yere.
3990,¶Anastasi{us} was Emperour after zeno .xxvii.
3991,yere / & he was a cursed man & an heretyke / and hateful to god and man.
3992,And he was slayne with lyghtuyn∣ge And in hys tyme deyed saynt Patryke the fyrste bysshop of· Irlonde / in the .C.xxii.
3993,yere of his aege.
3994,And his felowe was ye abbot of Co¦lumba and saynt Brygyda whom saynt Pa∣tryk made a Nonne And they were buryed in one tombe / and att dyuers tymes and thys ys the Epitaphi (Hii tres ī gelido: cumulo tumu∣lantur in vno.
3995,Brigida patricius: at{que} colum¦ba pius) ¶Anastasius a Romayne was pope after Gelasyus two yere and thre monethes.
3996,The whyche ordeyned that no prest for wrath ne hate sholde leue of to saye his dyuyne seruy¦ce in the chyrche / excepte the masse.
3997,¶And he cursyd themperour Anastasius for he was an heretyke / and yt ys wryten of hym / that after∣warde he torned for drede to the opynyon of the emperour.
3998,And he is called ye seconde euyll famed pope yt is in (Catholico pontificū) And afore hym was Liberius famed in heresye.
3999,¶Anno dm̄ .iiii.C.lxxxiiii.
4000,SIinachus was pope after hym .xv.
4001,ye∣re / and with hym was ordeyned an o∣ther pope that was called Laurencius / and be¦twext them was a grete dyscencyon.
4002,And they bothe put them to the Iugemente of Theodo∣ria the kynge and he Iuged that he that was fyrste ordened and that moost men of the chyr¦che helde with sholde be pope.
4003,And Symach{us} preualid the whiche loned the chyrche and po∣re men and for Paschalius the deaken Cardy∣nal helde ayenst Symachus with the parte of Laurence to his dethe Therfore he was put to the paynes of purgatori / to kepe the batthes af¦ter his dethe / as Gregory sayth in his boke of Dyalogis.
4004,This man ordeyned that) Gloria in excelsis) sholde be sayd euery Sondaye and feestes of martyrs.
4005,¶That Englonde was lon∣ge tyme Crystened afore Fraunce.
4006,CLodianus the fyrste Crysten kynge of Fraunce / was thys same thyme bapty¦sed of saynt Remigio / & he hadde a crystyn wo¦man to his wyf / and she meued hym many ty∣mes to the fayth & sayd.
4007,He sholde be fortuna∣ble & victoryous yf he wold torne / & so he was and neuer afore.
4008,¶Hornusda was pope after Synachus .ix.
4009,This man was of grete mercy and almesse to poore men / & ornamen∣tis he gaue many to chyrches.
4010,And here consy∣led ye Grekes / yt whiche were cursed for theyr heresye.
4011,¶Iustinus was emperour after A∣nastasasius· And he regned ix.
4012,yere & was a ve¦ry crysten man / & all that euer themperour A¦nastasius had done ayeust the chyrche / he reuo¦ked / and obeyed the pope Hornusda / & called ayen the bysshops that were exyled be his pre∣de cessours.
4013,¶Priscan{us} gramatic{us} was this tyme.
4014,And this yere the whiche is the .lxxi.
4015,fro the comynge of the Saxons / began the kyng∣dom of west Saxon / and Cerdico was kyng ¶Iohānes was pope after Hornusda thre ye¦re & .ix.
4016,& Theodocius the kyng of ytaly an heretyke toke the pope with other Se¦natours & sente them to the Emperour Iusti∣nus / determynynge yt & he wolde not lette the heretykes be in peas he sholde slete all crysten folke in ytaly.
4017,And after he toke pope Iohn̄ & Simachū patriciū & Boyclū the Senatours & slewe them in pryson.
4018,But Boys defended hym by ye reason of thauctoryte of the Sena∣tours / & he sent hym to ye cyte of Papy for per∣petuell exyle / where he made the boke De con∣solatiōe philosophie And at the last the coūtrie of Mediolanen̄ he caused Boys throte to be cutte / and so he deyed.
4019,¶Felix pope succedded Iohn̄ foure yere.
4020,This man cōmaunde yt syke men sholde be aneled for the deth / but cryst or¦deyned ye fyrst.
4021,¶Iustinian{us} was Emperour xxxviii.
4022,yere / this man drewe the lawe of the Romayns out of almoost .ii.M.
4023,verses ouer longe & accordynge in to oo vo¦lumen of .xii.
4024,bookes & called it Iustinian.
4025,He made also the Digestes & deuyded thē in to .iii.
4026,¶Bonifaci{us} the seconde was pope af¦ter Felix two yere / and lytel of hym is wryten.
4027,¶Iohānes the seconde was pope after Boni∣faci{us} / & this man had a grete stryf with Iusti∣nian{us} themperour / whether ye cryst was of .ii.
4028,The pope sayd he had two na∣tures.
4029,One of god & an other of man.
4030,Te em¦perour sayd / other cōsente to vs / or thou hat go in to perpetuell exyle.
4031,The pope answered I desyre to come to Iustilianus the moost ci∣sten Emperour / but as me semeth I haue foū¦de Dyoclesyan the persecutour of crysten man But certaynly I drede not thy malyce / Ne I fere not thy threthynges.
4032,Thenne the Empe∣rour meked hymslef & felle downe to the groū¦de / and asked mercy and absolucyon.
4033,¶Anno dm̄ .v.C.xxxiiii.
4034,AGapitus a confessour was pope after Iohn̄ two yere / this Agapitus torned Iustimanus fro the errour fully of the herety¦kes.
4035,This man ordeyned that processyōs shol¦de be done the Sondayes and thenne he dyed arte Constantynoble.
4036,& Siluerius a martyr was pope after this man thre yere.
4037,He was ex¦yled fro crysten fayth / and slayne by the proc∣tour of Theodory.
4038,For he wolde not restore ye bysshop of Athenes an heretyke to his benefy¦te ayē.
4039,¶Virgili{us} was pope after hym .xviii.
4040,And he entred euyll to his benefyte / but he gouerned hym well.
4041,And he suffred his per∣secucyon pacyently.
